,ATPfrac = 0.913849150535
0,28.196129999999997
1,30.166380000000004
2,28.383999999999986
3,28.7003
4,28.173700000000025
5,30.0283
6,26.867399999999975
7,27.62979999999999
8,29.175800000000038
9,27.64639999999997
10,29.740499999999997
11,29.144499999999994
12,29.30000000000001
13,29.57740000000001
14,28.48599999999999
15,30.75169999999997
16,26.992700000000013
17,28.186900000000037
18,28.72169999999994
19,28.92960000000005
20,29.257100000000037
21,28.887599999999907
22,26.881000000000085
23,31.16160000000002
24,28.683299999999917
25,24.941700000000083
26,29.86539999999991
27,28.334100000000035
28,27.881999999999948
29,29.294500000000085
30,27.770599999999945
31,30.05230000000006
32,26.939839999999997
33,25.60852
34,29.165899999999993
35,26.804400000000015
36,27.02939999999998
37,29.070999999999998
38,25.607100000000003
39,29.658600000000035
40,33.716399999999965
41,30.811000000000035
42,29.63579999999996
43,28.724699999999984
44,27.095000000000027
45,28.396000000000015
46,30.22339999999997
47,28.0308
48,28.0539
49,30.011799999999994
50,28.790399999999977
51,27.698000000000093
52,26.96169999999995
53,29.528599999999983
54,27.90809999999999
55,28.107600000000048
56,30.703200000000038
57,28.607299999999896
58,29.277700000000095
59,28.432199999999966
60,29.315699999999993
61,25.94889999999998
62,26.44259999999997
63,28.51610000000005
64,29.70729999999992
65,28.07401
66,29.772609999999986
67,29.088099999999997
68,28.19120000000001
69,27.452200000000005
70,29.303699999999992
71,30.035800000000023
72,26.776399999999967
73,28.511599999999987
74,28.98520000000002
75,28.86759999999998
76,27.865300000000047
77,27.419600000000003
78,26.337099999999964
79,28.047300000000007
80,25.236699999999985
81,28.24720000000002
82,26.931600000000003
83,28.85360000000003
84,28.099099999999908
85,28.409000000000106
86,31.226
87,28.792699999999968
88,28.17629999999997
89,28.966999999999985
90,28.050000000000068
91,28.20939999999996
92,28.145999999999958
93,28.924000000000092
94,27.294899999999984
95,26.359499999999912
96,28.697700000000054
97,25.05622000000001
98,32.10132
99,30.464899999999986
100,30.593999999999994
101,30.58250000000001
102,27.596599999999995
103,27.31619999999998
104,27.197900000000004
105,28.181500000000028
106,27.383100000000013
107,31.38929999999999
108,28.751899999999978
109,27.737099999999998
110,27.52879999999999
111,27.29860000000002
112,28.744600000000048
113,28.2041999999999
114,29.86450000000002
115,26.605000000000018
116,29.939899999999966
117,25.240800000000036
118,29.920600000000036
119,30.162799999999947
120,29.56280000000004
121,27.020999999999958
122,28.09940000000006
123,29.563800000000015
124,27.44489999999996
125,29.447599999999966
126,30.52170000000001
127,29.131200000000035
128,29.052299999999946
129,28.013350000000003
130,28.07043
