,ATPfrac = 0.930816526937
0,27.994069999999994
1,29.754680000000008
2,28.15889999999999
3,29.591000000000008
4,29.529300000000006
5,27.439300000000003
6,26.813900000000018
7,32.707899999999995
8,29.005299999999977
9,27.101400000000012
10,29.776099999999985
11,26.63530000000003
12,27.92319999999995
13,28.552200000000028
14,29.125200000000007
15,28.56030000000004
16,26.644499999999994
17,27.697599999999966
18,27.157699999999977
19,27.737100000000055
20,29.035199999999918
21,27.527700000000095
22,29.10459999999989
23,31.21530000000007
24,27.819999999999936
25,30.574500000000057
26,29.40930000000003
27,29.76979999999992
28,30.588799999999992
29,30.248199999999997
30,28.551700000000096
31,28.77559999999994
32,27.664409999999997
33,30.39345999999999
34,28.961
35,26.281900000000007
36,27.788600000000002
37,29.2569
38,26.746700000000004
39,29.159399999999977
40,27.310900000000004
41,30.65930000000003
42,28.45769999999999
43,30.067000000000007
44,29.601200000000006
45,30.239800000000002
46,29.13869999999997
47,27.21760000000006
48,27.45569999999998
49,25.5163
50,28.96969999999999
51,29.339899999999943
52,29.365999999999985
53,26.207300000000032
54,29.59019999999998
55,25.452300000000037
56,27.51789999999994
57,29.061800000000062
58,29.040700000000015
59,27.73829999999998
60,29.447599999999966
61,28.46460000000002
62,27.2885
63,29.34140000000002
64,28.728739999999995
65,30.67425
66,25.563400000000016
67,30.85899999999998
68,29.235800000000012
69,27.62129999999999
70,27.0711
71,24.385899999999992
72,30.19409999999999
73,27.515199999999993
74,28.99060000000003
75,29.073199999999986
76,26.35540000000003
77,26.4221
78,26.851499999999987
79,27.75479999999999
80,28.095699999999965
81,27.678100000000086
82,28.041499999999928
83,27.0702
84,27.87080000000003
85,29.088899999999967
86,29.49000000000001
87,26.632400000000075
88,31.42859999999996
89,28.084899999999948
90,26.951099999999997
91,31.353200000000015
92,29.69150000000002
93,27.246099999999956
94,27.13460000000009
95,28.747299999999996
96,30.39202000000001
97,29.642769999999985
98,24.718900000000005
99,28.92009999999999
100,29.346400000000017
101,29.029200000000003
102,29.395699999999977
103,26.87190000000004
104,25.091899999999953
105,27.9443
106,28.506100000000004
107,30.65390000000002
108,27.58589999999998
109,29.394800000000032
110,29.97210000000001
111,26.574299999999937
112,27.476600000000076
113,27.74969999999996
114,25.352300000000014
115,27.12239999999997
116,25.883199999999988
117,28.613500000000045
118,32.35239999999999
119,30.534899999999993
120,26.783699999999953
121,28.110700000000065
122,25.09789999999998
123,27.33979999999997
124,27.70220000000006
125,28.198300000000017
126,29.943199999999933
127,28.014200000000073
128,29.038280000000007
129,29.641999999999996
130,28.237899999999996
131,29.862799999999993
132,28.577500000000015
133,30.299599999999998
134,27.560899999999975
135,28.3245
136,27.66560000000004
137,27.019999999999982
138,28.574299999999994
139,28.3057
140,28.304700000000025
141,31.812299999999993
142,29.301699999999983
143,27.53770000000003
144,29.390699999999924
145,29.697200000000066
146,27.42560000000003
147,27.53449999999998
148,26.615999999999985
149,26.856199999999944
150,29.924900000000093
151,26.53069999999991
152,27.917100000000005
153,26.153800000000047
154,27.88519999999994
155,31.96760000000006
156,27.891899999999964
157,27.866800000000012
158,27.68520000000001
159,28.77049999999997
160,27.990040000000008
161,26.926559999999995
162,30.336699999999993
163,26.985299999999995
164,28.748100000000022
165,27.180999999999983
166,28.900900000000007
167,28.63760000000002
168,28.722699999999975
169,28.45999999999998
170,29.43130000000002
171,27.67689999999999
172,28.393399999999986
173,30.53400000000005
174,30.076300000000003
175,28.259000000000015
176,29.0539
177,27.516199999999913
178,28.63760000000002
179,29.840100000000007
180,26.791200000000003
181,28.401000000000067
182,28.271999999999935
183,26.76610000000005
184,26.685699999999997
185,28.06499999999994
186,25.906400000000076
187,28.18719999999996
188,30.280599999999936
189,30.35660000000007
190,26.98969999999997
191,30.112700000000018
192,29.151549999999993
193,26.424819999999997
194,28.798299999999998
195,27.4144
196,28.865200000000016
197,29.690399999999983
198,28.471700000000027
199,27.594599999999957
200,29.21210000000002
201,28.788999999999987
202,28.76339999999999
203,25.6019
204,29.175900000000013
205,26.733400000000017
206,28.84129999999999
207,27.980399999999975
208,31.098500000000058
209,28.086799999999926
210,29.014600000000087
211,27.23829999999998
212,28.03449999999998
213,30.220500000000015
214,28.99619999999993
215,27.599900000000048
216,26.79290000000003
217,27.60329999999999
218,30.19629999999995
219,29.548400000000015
220,29.438099999999963
221,27.733400000000074
222,28.623299999999972
223,31.78099999999995
224,27.566999999999993
225,27.26621
226,26.12440000000001
227,27.217700000000008
228,27.437299999999993
229,29.963499999999982
230,26.2603
231,25.974200000000025
232,31.04069999999996
233,29.041900000000055
234,25.773799999999994
235,29.097099999999955
236,27.666500000000042
237,27.25799999999998
238,26.142899999999997
239,28.203700000000026
240,27.85540000000003
241,27.74479999999994
242,26.259000000000015
243,25.78449999999998
244,27.327800000000025
245,30.81280000000004
246,28.603099999999927
247,28.714000000000055
248,29.6875
249,29.38239999999996
250,30.454899999999952
251,29.11480000000006
252,28.623299999999972
253,26.500800000000027
254,28.107099999999946
